x-coordinate,y-coordinate,Similarity_score
../datasets/JSON/199908057343.json,../datasets/JSON/199707017246.json,0.4425407925407926
../datasets/JSON/199908057343.json,../datasets/JSON/199807087251.json,0.44084483892176196
../datasets/JSON/199908057343.json,../datasets/JSON/199412127465.json,0.23357988165680488
../datasets/JSON/199908057343.json,../datasets/JSON/199206156971.json,0.4737179487179487
../datasets/JSON/199908057343.json,../datasets/JSON/199005196429.json,0.4832167832167833
../datasets/JSON/199908057343.json,../datasets/JSON/199106017126.json,0.37413932221624546
../datasets/JSON/199908057343.json,../datasets/JSON/199906257372.json,0.3906593406593407
../datasets/JSON/199908057343.json,../datasets/JSON/199006156315.json,0.31375739644970413
../datasets/JSON/199908057343.json,../datasets/JSON/199510090.json,0.5251748251748252
../datasets/JSON/199908057343.json,../datasets/JSON/199007016247.json,0.4138111888111887
../datasets/JSON/199908057343.json,../datasets/JSON/199203017040.json,0.46675824175824165
../datasets/JSON/199908057343.json,../datasets/JSON/1995091352.json,0.5181818181818183
../datasets/JSON/199908057343.json,../datasets/JSON/199409154199.json,0.8326923076923077
../datasets/JSON/199908057343.json,../datasets/JSON/199805157190.json,0.41764581572273873
../datasets/JSON/199908057343.json,../datasets/JSON/199709157172.json,0.5795787545787546
../datasets/JSON/199908057343.json,../datasets/JSON/199910157245.json,0.435989010989011
../datasets/JSON/199908057343.json,../datasets/JSON/19941115548.json,0.2970414201183432
../datasets/JSON/199908057343.json,../datasets/JSON/199408019.json,0.4915968646737877
../datasets/JSON/199908057343.json,../datasets/JSON/199909227312.json,0.3022612003381234
../datasets/JSON/199908057343.json,../datasets/JSON/199112017672.json,0.48164335664335667
../datasets/JSON/199908057343.json,../datasets/JSON/19940512409.json,0.30290222597914906
../datasets/JSON/199908057343.json,../datasets/JSON/199611137185.json,0.520054945054945
../datasets/JSON/199908057343.json,../datasets/JSON/199703157270.json,0.5805444555444554
../datasets/JSON/199908057343.json,../datasets/JSON/199008126222.json,0.3942307692307693
../datasets/JSON/199908057343.json,../datasets/JSON/199012126312.json,0.5874542124542126
../datasets/JSON/199908057343.json,../datasets/JSON/199808077235.json,0.29649196956889257
../datasets/JSON/199908057343.json,../datasets/JSON/199809107180.json,0.5393162393162393
../datasets/JSON/199908057343.json,../datasets/JSON/199807137260.json,0.5105945336714568
../datasets/JSON/199908057343.json,../datasets/JSON/199206156907.json,0.46379966187658495
../datasets/JSON/199908057343.json,../datasets/JSON/199707157218.json,0.570054945054945
../datasets/JSON/199908057343.json,../datasets/JSON/199704017229.json,0.40192307692307694
../datasets/JSON/199908057343.json,../datasets/JSON/199610137115.json,0.4966783216783217
../datasets/JSON/199908057343.json,../datasets/JSON/199006266485.json,0.5053946053946055
../datasets/JSON/199908057343.json,../datasets/JSON/199911107330.json,0.39743589743589747
../datasets/JSON/199908057343.json,../datasets/JSON/1995061111.json,0.3683700914470146
../datasets/JSON/199908057343.json,../datasets/JSON/1995062547.json,0.4181623931623931
../datasets/JSON/199908057343.json,../datasets/JSON/199607037127.json,0.48174837982530283
../datasets/JSON/199908057343.json,../datasets/JSON/199110017403.json,0.4944055944055944
../datasets/JSON/199908057343.json,../datasets/JSON/1995092482.json,0.5643356643356643
../datasets/JSON/199908057343.json,../datasets/JSON/1994123140.json,0.3244505494505494
../datasets/JSON/199908057343.json,../datasets/JSON/199008156337.json,0.6055444555444556
../datasets/JSON/199908057343.json,../datasets/JSON/1995082226.json,0.38104395604395613
../datasets/JSON/199908057343.json,../datasets/JSON/199308096768.json,0.5529022259791491
../datasets/JSON/199908057343.json,../datasets/JSON/199306016884.json,0.352810650887574
../datasets/JSON/199908057343.json,../datasets/JSON/199306046799.json,0.46446053946053945
../datasets/JSON/199908057343.json,../datasets/JSON/199807157247.json,0.4312399139322217
../datasets/JSON/199908057343.json,../datasets/JSON/199910157376.json,0.4513736263736263
../datasets/JSON/199908057343.json,../datasets/JSON/199306136690.json,0.40854700854700854
